date,vwretd,ewretd,sprtrn
2018-05-11,0.001549,0.001239,0.001708
2018-05-14,0.000775,0.000788,0.000884
2018-05-15,-0.005764,-0.002099,-0.006842
2018-05-16,0.004811,0.005051,0.004061
2018-05-17,0.000295,0.00384,-0.000856
2018-05-18,-0.002228,0.000349,-0.002632
2018-05-21,0.006987,0.00428,0.007387
2018-05-22,-0.003453,-0.00286,-0.003136
2018-05-23,0.002289,0.000427,0.003248
2018-05-24,-0.001827,-0.00085,-0.002023
2018-05-25,-0.002208,-0.000908,-0.002357
2018-05-29,-0.009951,-0.004953,-0.011564
2018-05-30,0.013096,0.009972,0.012696
2018-05-31,-0.00649,-0.003034,-0.00688
2018-06-01,0.009646,0.00629,0.010849
2018-06-04,0.004526,0.001585,0.00448
2018-06-05,0.001474,0.004427,0.000703
2018-06-06,0.007987,0.004383,0.008567
2018-06-07,-0.001115,-0.001085,-0.000714
2018-06-08,0.002985,0.001649,0.003126
2018-06-11,0.00152,0.003288,0.001069
2018-06-12,0.001944,0.001684,0.001743
2018-06-13,-0.003612,-0.002707,-0.004026
2018-06-14,0.002641,0.001899,0.002472
2018-06-15,-0.001637,-0.001507,-0.001017
2018-06-18,-0.000751,0.001286,-0.002126
2018-06-19,-0.004079,-0.002744,-0.004023
2018-06-20,0.002734,0.005565,0.001712
2018-06-21,-0.006898,-0.008063,-0.006345
2018-06-22,0.002282,0.004064,0.001862
2018-06-25,-0.014414,-0.012069,-0.013725
2018-06-26,0.002922,0.004465,0.002205
2018-06-27,-0.009748,-0.010979,-0.008604
2018-06-28,0.005631,0.001462,0.006179
2018-06-29,0.001584,0.002636,0.000758
2018-07-02,0.002185,0.001214,0.003068
2018-07-03,-0.002892,0.002948,-0.004947
2018-07-05,0.008475,0.00695,0.008621
2018-07-06,0.00839,0.006434,0.008481
2018-07-09,0.008401,0.006172,0.008823
2018-07-10,0.002293,-0.001916,0.003473
2018-07-11,-0.007407,-0.007179,-0.007094
2018-07-12,0.008241,0.00444,0.008749
2018-07-13,0.000713,-0.000529,0.001079
2018-07-16,-0.00183,-0.005021,-0.001028
2018-07-17,0.003883,0.002749,0.003974
2018-07-18,0.002471,0.001537,0.00216
2018-07-19,-0.002465,0.000942,-0.003953
2018-07-20,-0.001024,-0.000693,-0.000948
2018-07-23,0.001025,-0.000604,0.001838
2018-07-24,0.001977,-0.004343,0.004781
2018-07-25,0.008264,0.003493,0.009102
2018-07-26,-0.001558,0.001621,-0.003032
2018-07-27,-0.007646,-0.010766,-0.006562
2018-07-30,-0.00558,-0.004365,-0.005754
2018-07-31,0.005536,0.0055,0.004885
2018-08-01,-0.001296,-0.001793,-0.00104
2018-08-02,0.005511,0.002312,0.004926
2018-08-03,0.003274,-0.000883,0.004644
2018-08-06,0.003857,0.002659,0.003538
2018-08-07,0.002255,0.001724,0.002824
2018-08-08,-0.00027,-0.000608,-0.000262
2018-08-09,-0.000291,0.001989,-0.001442
2018-08-10,-0.006335,-0.005299,-0.007114
2018-08-13,-0.004685,-0.006389,-0.004006
2018-08-14,0.006617,0.004415,0.006389
2018-08-15,-0.00908,-0.012479,-0.007602
2018-08-16,0.008016,0.007086,0.007919
2018-08-17,0.003866,0.003823,0.003323
2018-08-20,0.002833,0.003842,0.002428
2018-08-21,0.003128,0.006213,0.002069
2018-08-22,0.00073,0.003802,-0.000398
2018-08-23,-0.002437,-0.003339,-0.001691
2018-08-24,0.006245,0.005713,0.006199
2018-08-27,0.007157,0.003943,0.00767
2018-08-28,6e-06,0.000581,0.000269
2018-08-29,0.005183,0.004793,0.005701
2018-08-30,-0.004428,-0.003806,-0.00443
2018-08-31,0.000301,0.003133,0.000134
2018-09-04,-0.002248,-0.003329,-0.001654
2018-09-05,-0.003502,-0.004134,-0.002803
2018-09-06,-0.003967,-0.005167,-0.003652
2018-09-07,-0.002371,-0.002277,-0.002213
2018-09-10,0.002274,0.000687,0.001898
2018-09-11,0.00323,0.000291,0.00374
2018-09-12,0.000829,0.001208,0.000357
2018-09-13,0.004324,0.001104,0.005282
2018-09-14,0.000904,-0.000275,0.000275
2018-09-17,-0.005975,-0.004701,-0.00557
2018-09-18,0.005494,0.00461,0.005369
2018-09-19,0.000524,0.000787,0.001253
2018-09-20,0.00785,0.009133,0.007841
2018-09-21,-0.001043,-0.000793,-0.000369
2018-09-24,-0.003703,-0.002287,-0.003516
2018-09-25,-0.000509,0.000698,-0.001305
2018-09-26,-0.004024,-0.004507,-0.003289
2018-09-27,0.002401,0.000414,0.002763
2018-09-28,9e-05,0.000967,-7e-06
2018-10-01,0.001786,-0.003124,0.003641
2018-10-02,-0.002262,-0.005132,-0.000397
2018-10-03,0.001625,0.005896,0.000711
2018-10-04,-0.00931,-0.011729,-0.00817
2018-10-05,-0.006058,-0.006687,-0.005528
2018-10-08,-0.001348,-0.002797,-0.000395
2018-10-09,-0.001788,-0.003637,-0.001418
2018-10-10,-0.031351,-0.023287,-0.032864
2018-10-11,-0.018802,-0.01262,-0.020573
2018-10-12,0.012278,0.005784,0.014206
2018-10-15,-0.003655,0.001522,-0.005905
2018-10-16,0.02147,0.017397,0.021496
2018-10-17,-0.001386,-0.002447,-0.000253
2018-10-18,-0.014622,-0.01199,-0.014392
2018-10-19,-0.001816,-0.005267,-0.000361
2018-10-22,-0.003901,-0.004279,-0.004299
2018-10-23,-0.005977,-0.007581,-0.005512
2018-10-24,-0.030628,-0.025779,-0.030865
2018-10-25,0.017448,0.011385,0.018625
2018-10-26,-0.015512,-0.008988,-0.017327
2018-10-29,-0.006987,-0.006826,-0.00656
2018-10-30,0.015604,0.010758,0.015667
2018-10-31,0.010455,0.00799,0.010851
2018-11-01,0.013011,0.019172,0.010558
2018-11-02,-0.004779,0.00089,-0.006317
2018-11-05,0.004439,0.001604,0.0056
2018-11-06,0.005704,0.003496,0.006259
2018-11-07,0.019256,0.011239,0.021209
2018-11-08,-0.002936,-0.003128,-0.002509
2018-11-09,-0.009721,-0.012455,-0.009199
2018-11-12,-0.018878,-0.016052,-0.019702
2018-11-13,-0.001188,-0.002112,-0.001482
2018-11-14,-0.006557,-0.006122,-0.007567
2018-11-15,0.010788,0.007877,0.010594
2018-11-16,0.002082,0.000331,0.002223
2018-11-19,-0.016575,-0.012787,-0.016643
2018-11-20,-0.017946,-0.015913,-0.018151
2018-11-21,0.00622,0.011582,0.003043
2018-11-23,-0.00556,-0.001102,-0.006555
2018-11-26,0.014598,0.005388,0.015532
2018-11-27,0.000513,-0.005077,0.003262
2018-11-28,0.022306,0.016199,0.022974
2018-11-29,-0.001759,-0.000152,-0.002198
2018-11-30,0.006818,0.00143,0.008186
2018-12-03,0.011443,0.009799,0.010941
2018-12-04,-0.031761,-0.026499,-0.032365
2018-12-06,-0.001887,-0.00648,-0.001522
2018-12-07,-0.021063,-0.011637,-0.02332
2018-12-10,-0.000255,-0.006784,0.001762
2018-12-11,-0.000717,-0.002553,-0.000356
2018-12-12,0.006327,0.006999,0.005419
2018-12-13,-0.002157,-0.009008,-0.0002
2018-12-14,-0.0171,-0.013125,-0.019087
2018-12-17,-0.020886,-0.0207,-0.020774
2018-12-18,-0.000164,-0.004835,8.6e-05
2018-12-19,-0.014833,-0.013426,-0.015396
2018-12-20,-0.015372,-0.017901,-0.015772
2018-12-21,-0.020591,-0.01878,-0.020588
2018-12-24,-0.024166,-0.014143,-0.027112
2018-12-26,0.04686,0.030945,0.049594
2018-12-27,0.006822,0.000606,0.008563
2018-12-28,0.000154,0.0093,-0.001242
2018-12-31,0.008318,0.006218,0.008492
2019-01-02,0.001796,0.017126,0.001269
2019-01-03,-0.021043,-0.009454,-0.024757
2019-01-04,0.03341,0.030804,0.034336
2019-01-07,0.009202,0.016144,0.00701
2019-01-08,0.010269,0.010358,0.009695
2019-01-09,0.006199,0.010306,0.004098
2019-01-10,0.004474,0.002611,0.004518
2019-01-11,-0.000152,0.001293,-0.000146
2019-01-14,-0.005465,-0.005852,-0.005258
2019-01-15,0.009839,0.006546,0.010722
2019-01-16,0.003177,0.004831,0.002222
2019-01-17,0.007082,0.005101,0.007591
2019-01-18,0.012032,0.008534,0.013183
2019-01-22,-0.01415,-0.013514,-0.014157
2019-01-23,0.001313,-0.000571,0.002203
2019-01-24,0.002789,0.00546,0.001376
2019-01-25,0.009553,0.010818,0.008489
2019-01-28,-0.006493,-0.003899,-0.007847
2019-01-29,-0.000918,0.000164,-0.001456
2019-01-30,0.014357,0.009789,0.015549
2019-01-31,0.008467,0.007008,0.008597
2019-02-01,0.001418,0.00296,0.000899
2019-02-04,0.006692,0.007317,0.006776
2019-02-05,0.004392,0.002633,0.004708
2019-02-06,-0.002529,-0.001374,-0.002224
2019-02-07,-0.008815,-0.009004,-0.009357
2019-02-08,0.000651,-0.001107,0.000676
2019-02-11,0.001262,0.003731,0.000709
2019-02-12,0.012367,0.010086,0.01289
2019-02-13,0.002782,0.003827,0.003024
2019-02-14,-0.001423,0.000674,-0.002652
2019-02-15,0.010835,0.00952,0.010879
2019-02-19,0.002351,0.005022,0.001499
2019-02-20,0.002105,0.001534,0.001777
2019-02-21,-0.003534,-0.001722,-0.003526
2019-02-22,0.006367,0.007815,0.006411
2019-02-25,0.001355,0.002548,0.001232
2019-02-26,-0.001496,-0.002209,-0.00079
2019-02-27,0.000503,0.000165,-0.000544
2019-02-28,-0.002832,-0.003329,-0.002826
2019-03-01,0.006074,0.005596,0.006895
2019-03-04,-0.004235,-0.002059,-0.003881
2019-03-05,-0.00132,-0.001251,-0.001131
2019-03-06,-0.007768,-0.012423,-0.006524
2019-03-07,-0.007494,-0.005773,-0.008126
2019-03-08,-0.0019,-0.002342,-0.002132
2019-03-11,0.014348,0.013281,0.014666
2019-03-12,0.002743,0.002639,0.002953
2019-03-13,0.006419,0.004495,0.00695
2019-03-14,-0.000989,-0.001548,-0.000868
2019-03-15,0.004549,0.00317,0.004985
2019-03-18,0.004449,0.006075,0.003706
2019-03-19,-0.000676,-0.00141,-0.000131
2019-03-20,-0.003146,-0.002614,-0.002944
2019-03-21,0.010294,0.005282,0.010853
2019-03-22,-0.020352,-0.022043,-0.018975
2019-03-25,-0.000328,-0.000245,-0.000839
2019-03-26,0.007719,0.006267,0.007183
2019-03-27,-0.004686,-0.00254,-0.004644
2019-03-28,0.004111,0.00387,0.00359
2019-03-29,0.006019,0.002876,0.006734
2019-04-01,0.011239,0.00978,0.011569
2019-04-02,-0.000146,-0.000222,1.7e-05
2019-04-03,0.002548,0.002333,0.002148
2019-04-04,0.001939,0.002985,0.002085
2019-04-05,0.005114,0.007044,0.004636
2019-04-08,0.001042,0.00101,0.001047
2019-04-09,-0.006282,-0.006985,-0.006067
2019-04-10,0.004781,0.006191,0.003478
2019-04-11,-0.000123,-0.001768,3.8e-05
2019-04-12,0.006427,0.002535,0.006609
2019-04-15,-0.001019,-0.003526,-0.000629
2019-04-16,0.000713,0.000853,0.000509
2019-04-17,-0.003057,-0.005654,-0.002274
2019-04-18,0.001078,-0.000348,0.001579
2019-04-22,0.00055,-0.001071,0.001012
2019-04-23,0.008919,0.008481,0.008841
2019-04-24,-0.002067,-0.001668,-0.002192
2019-04-25,-0.001464,-0.0052,-0.000369
2019-04-26,0.005368,0.005863,0.004685
2019-04-29,0.001457,0.003016,0.001071
2019-04-30,0.000358,-0.002453,0.000951
2019-05-01,-0.007552,-0.006304,-0.007502
2019-05-02,-0.00167,-0.001115,-0.002124
2019-05-03,0.010903,0.013264,0.009638
2019-05-06,-0.003819,-0.002032,-0.004471
2019-05-07,-0.016138,-0.013079,-0.016512
2019-05-08,-0.001604,-0.000962,-0.001605
2019-05-09,-0.002762,-0.004986,-0.003021
2019-05-10,0.004061,0.001979,0.00372
2019-05-13,-0.02449,-0.02262,-0.024131
2019-05-14,0.008972,0.009282,0.008016
2019-05-15,0.005735,0.003094,0.005839
2019-05-16,0.008466,0.002113,0.008895
2019-05-17,-0.006777,-0.009133,-0.005837
2019-05-20,-0.006482,-0.005819,-0.006749
2019-05-21,0.008936,0.008194,0.008496
2019-05-22,-0.003791,-0.00675,-0.002824
2019-05-23,-0.012685,-0.014587,-0.011914
2019-05-24,0.002769,0.00457,0.001354
2019-05-28,-0.007504,-0.004871,-0.008376
2019-05-29,-0.00689,-0.007024,-0.006912
2019-05-30,0.001395,-0.000323,0.002098
2019-05-31,-0.011731,-0.009849,-0.013195
2019-06-03,-0.002132,0.002028,-0.002765
2019-06-04,0.020888,0.016296,0.021432
2019-06-05,0.00648,-0.003716,0.008162
2019-06-06,0.005135,-0.002659,0.006136
2019-06-07,0.009671,0.006756,0.010498
2019-06-10,0.004786,0.005864,0.00466
2019-06-11,-0.000587,-0.000756,-0.00035
2019-06-12,-0.001895,-0.001817,-0.002038
2019-06-13,0.004882,0.007828,0.004097
2019-06-14,-0.002723,-0.006331,-0.001612
2019-06-17,0.001583,0.002658,0.000932
2019-06-18,0.009988,0.009913,0.009717
2019-06-19,0.003742,0.00366,0.002985
2019-06-20,0.008794,0.006415,0.009472
2019-06-21,-0.00248,-0.003684,-0.001259
2019-06-24,-0.002898,-0.006011,-0.001732
2019-06-25,-0.008983,-0.006024,-0.009496
2019-06-26,-0.00103,0.000982,-0.001234
2019-06-27,0.005851,0.009434,0.003823
2019-06-28,0.006661,0.010004,0.005757
2019-07-01,0.006666,0.003592,0.007672
2019-07-02,0.002012,-0.002689,0.002928
2019-07-03,0.007696,0.005094,0.007672
2019-07-05,-0.001125,0.001502,-0.001806
2019-07-08,-0.005365,-0.005379,-0.004835
2019-07-09,0.001762,0.000305,0.001237
2019-07-10,0.004054,0.003225,0.004511
2019-07-11,0.001232,-0.002149,0.002285
2019-07-12,0.004673,0.003242,0.00462
2019-07-15,-0.000159,-0.001609,0.000176
2019-07-16,-0.002952,-0.001289,-0.003404
2019-07-17,-0.005594,-0.005351,-0.006531
2019-07-18,0.003364,-0.000484,0.003582
2019-07-19,-0.005612,-0.003011,-0.006177
2019-07-22,0.002286,-0.001336,0.002829
2019-07-23,0.00625,0.002997,0.006848
2019-07-24,0.006008,0.007624,0.004688
2019-07-25,-0.006384,-0.008782,-0.005262
2019-07-26,0.007304,0.005888,0.007388
2019-07-29,-0.002677,-0.003894,-0.001616
2019-07-30,-0.001279,0.005348,-0.002579
2019-07-31,-0.009979,-0.006988,-0.010886
2019-08-01,-0.009219,-0.01182,-0.008999
2019-08-02,-0.007805,-0.007407,-0.007283
2019-08-05,-0.028423,-0.024732,-0.029778
2019-08-06,0.0119,0.005916,0.013017
2019-08-07,0.001289,9.9e-05,0.000767
2019-08-08,0.01853,0.012821,0.018762
2019-08-09,-0.007192,-0.007476,-0.006617
2019-08-12,-0.012019,-0.009434,-0.012184
2019-08-13,0.013317,0.007568,0.014994
2019-08-14,-0.027826,-0.024169,-0.029293
2019-08-15,0.001777,-0.003952,0.002464
2019-08-16,0.014891,0.015547,0.014426
2019-08-19,0.010675,0.009701,0.012106
2019-08-20,-0.006749,-0.002874,-0.007915
2019-08-21,0.007927,0.006829,0.008247
2019-08-22,-0.00101,-0.002545,-0.000506
2019-08-23,-0.024254,-0.020065,-0.025946
2019-08-26,0.009977,0.006578,0.010983
2019-08-27,-0.003859,-0.008679,-0.003203
2019-08-28,0.006323,0.008018,0.006545
2019-08-29,0.012551,0.010907,0.012687
2019-08-30,0.000647,0.001053,0.000643
2019-09-03,-0.0072,-0.008656,-0.006899
2019-09-04,0.010731,0.008953,0.010842
2019-09-05,0.012384,0.012068,0.01301
2019-09-06,0.00027,0.000926,0.000911
2019-09-09,0.000597,0.007296,-9.4e-05
2019-09-10,0.001209,0.009903,0.000322
2019-09-11,0.008121,0.012987,0.00723
2019-09-12,0.002394,1.1e-05,0.002879
2019-09-13,-0.000402,0.001892,-0.000724
2019-09-16,-0.001251,0.004686,-0.003136
2019-09-17,0.002169,-0.002837,0.002582
2019-09-18,-0.000724,-0.004144,0.000343
2019-09-19,-0.000145,-0.001899,2e-05
2019-09-20,-0.004082,0.000365,-0.004896
2019-09-23,-9.4e-05,-0.001491,-9.7e-05
2019-09-24,-0.009181,-0.012349,-0.008416
2019-09-25,0.005652,0.002551,0.006159
2019-09-26,-0.003072,-0.006435,-0.002429
2019-09-27,-0.005689,-0.006139,-0.005316
2019-09-30,0.004452,0.000793,0.005048
2019-10-01,-0.012535,-0.013112,-0.012258
2019-10-02,-0.016124,-0.011593,-0.017903
2019-10-03,0.007636,0.004945,0.007972
2019-10-04,0.012663,0.006928,0.014217
2019-10-07,-0.003916,-0.002572,-0.004478
2019-10-08,-0.015075,-0.012203,-0.015561
2019-10-09,0.008366,0.002602,0.009105
2019-10-10,0.005609,0.001782,0.006416
2019-10-11,0.011399,0.012407,0.010939
2019-10-14,-0.001618,-0.001781,-0.001387
2019-10-15,0.009102,0.008558,0.009956
2019-10-16,-0.001892,0.001273,-0.002
2019-10-17,0.00369,0.005286,0.002763
2019-10-18,-0.003714,-0.002769,-0.003919
2019-10-21,0.006672,0.005955,0.006872
2019-10-22,-0.003284,-0.000518,-0.003569
2019-10-23,0.002377,0.003058,0.002847
2019-10-24,0.002351,-0.001025,0.00192
2019-10-25,0.004071,0.003953,0.004073
2019-10-28,0.005234,0.003628,0.005581
2019-10-29,-0.000574,-0.000548,-0.000832
2019-10-30,0.00278,-0.0012,0.003253
2019-10-31,-0.00348,-0.004344,-0.003023
2019-11-01,0.010212,0.013004,0.009662
2019-11-04,0.003762,0.006466,0.003704
2019-11-05,-0.001073,0.000941,-0.001186
2019-11-06,-0.000325,-0.004803,0.000703
2019-11-07,0.002842,0.00034,0.00273
2019-11-08,0.002642,0.000841,0.002561
2019-11-11,-0.001637,-0.002542,-0.001962
2019-11-12,0.001141,-0.001035,0.001565
2019-11-13,0.000337,-0.004135,0.000712
2019-11-14,0.000987,-0.001756,0.000837
2019-11-15,0.007074,0.004136,0.007695
2019-11-18,0.000148,-0.003061,0.000503
2019-11-19,2.7e-05,0.00146,-0.000593
2019-11-20,-0.002962,-0.002946,-0.003756
2019-11-21,-0.001708,-0.000985,-0.001583
2019-11-22,0.00202,0.003557,0.002175
2019-11-25,0.00856,0.011192,0.007507
2019-11-26,0.002218,0.000465,0.002196
2019-11-27,0.00432,0.005769,0.004174
2019-11-29,-0.004045,-0.000236,-0.004011
2019-12-02,-0.008547,-0.006343,-0.008631
2019-12-03,-0.005643,-0.0028,-0.006638
2019-12-04,0.00603,0.005447,0.006324
2019-12-05,0.001102,-0.000491,0.0015
2019-12-06,0.008432,0.008005,0.009136
2019-12-09,-0.0027,0.000526,-0.003163
2019-12-10,-0.000696,0.001636,-0.001097
2019-12-11,0.00274,0.002606,0.002908
2019-12-12,0.007859,0.007406,0.008575
2019-12-13,2.7e-05,-0.000715,7.3e-05
2019-12-16,0.007073,0.005041,0.007148
2019-12-17,0.000547,0.002179,0.000335
2019-12-18,0.000228,0.002202,-0.000432
2019-12-19,0.004192,0.003721,0.004459
2019-12-20,0.004534,0.002899,0.004945
2019-12-23,0.000956,0.003865,0.000866
2019-12-24,0.00038,0.003556,-0.000195
2019-12-26,0.004616,0.003437,0.005128
2019-12-27,-0.000643,-0.002284,3.4e-05
2019-12-30,-0.005105,-0.001236,-0.005781
2019-12-31,0.002964,0.005045,0.002946
2020-01-02,0.007412,0.00547,0.008379
2020-01-03,-0.005828,-0.003057,-0.00706
2020-01-06,0.003269,0.004548,0.003533
2020-01-07,-0.002147,-4.1e-05,-0.002803
2020-01-08,0.004028,0.000914,0.004902
2020-01-09,0.005831,0.002941,0.006655
2020-01-10,-0.002578,-0.001247,-0.002855
2020-01-13,0.007077,0.004614,0.006976
2020-01-14,-0.000394,0.00292,-0.001515
2020-01-15,0.001938,0.003106,0.00187
2020-01-16,0.008389,0.0099,0.008367
2020-01-17,0.002523,-0.000518,0.003862
2020-01-21,-0.003027,-0.004034,-0.002652
2020-01-22,0.000376,-0.00124,0.000289
2020-01-23,0.001,-0.001272,0.001141
2020-01-24,-0.008836,-0.010013,-0.009042
2020-01-27,-0.014872,-0.013417,-0.015731
2020-01-28,0.009614,0.007312,0.010054
2020-01-29,-0.00116,-0.003777,-0.000867
2020-01-30,0.00278,-0.003303,0.003134
2020-01-31,-0.016642,-0.014389,-0.017706
2020-02-03,0.007562,0.004585,0.007255
2020-02-04,0.014853,0.010742,0.01498
2020-02-05,0.009336,0.011625,0.011251
2020-02-06,0.002601,-0.001729,0.003326
2020-02-07,-0.005527,-0.008712,-0.005401
2020-02-10,0.006756,0.002496,0.007326
2020-02-11,0.003402,0.005309,0.001689
2020-02-12,0.006406,0.005858,0.006463
2020-02-13,-0.000773,-0.001469,-0.00163
2020-02-14,0.00166,-0.000396,0.001844
2020-02-18,-0.001944,-0.000244,-0.00292
2020-02-19,0.005179,0.005293,0.004706
2020-02-20,-0.002604,0.002578,-0.003816
2020-02-21,-0.009789,-0.006579,-0.010518
2020-02-24,-0.03176,-0.025365,-0.033514
2020-02-25,-0.029476,-0.026824,-0.03028
2020-02-26,-0.005395,-0.008618,-0.003779
2020-02-27,-0.040987,-0.029388,-0.044163
2020-02-28,-0.008552,-0.009691,-0.008238
2020-03-02,0.040304,0.022813,0.046039
2020-03-03,-0.024635,-0.013162,-0.028108
2020-03-04,0.037552,0.022444,0.042203
2020-03-05,-0.031529,-0.026674,-0.033922
2020-03-06,-0.017785,-0.021078,-0.017054
2020-03-09,-0.079317,-0.085247,-0.07597
2020-03-10,0.044398,0.024204,0.049396
2020-03-11,-0.049958,-0.050931,-0.048868
2020-03-12,-0.096841,-0.100597,-0.095113
2020-03-13,0.085502,0.054602,0.092871
2020-03-16,-0.118167,-0.107631,-0.11984
2020-03-17,0.053074,0.03505,0.059955
2020-03-18,-0.05961,-0.097954,-0.051831
2020-03-19,0.014319,0.059286,0.004708
2020-03-20,-0.037156,-0.012596,-0.04336
2020-03-23,-0.026878,-0.022939,-0.029294
2020-03-24,0.091556,0.082175,0.093828
2020-03-25,0.016379,0.036478,0.011535
2020-03-26,0.057471,0.050235,0.062414
2020-03-27,-0.033038,-0.029879,-0.033687
2020-03-30,0.029038,0.009953,0.033516
2020-03-31,-0.012277,0.000633,-0.016013
2020-04-01,-0.045015,-0.050873,-0.044142
2020-04-02,0.019501,0.008287,0.022829
2020-04-03,-0.015754,-0.020541,-0.015137
2020-04-06,0.067894,0.059139,0.070331
2020-04-07,0.000476,0.010586,-0.001603
2020-04-08,0.033821,0.037248,0.034056
2020-04-09,0.018252,0.034491,0.014487
2020-04-13,-0.010147,-0.007105,-0.010105
2020-04-14,0.028171,0.0194,0.030573
2020-04-15,-0.023057,-0.026455,-0.022031
2020-04-16,0.004197,-0.006668,0.005817
2020-04-17,0.027687,0.03266,0.026794
2020-04-20,-0.015553,-0.011511,-0.017881
2020-04-21,-0.02921,-0.017875,-0.030675
2020-04-22,0.021876,0.01525,0.02293
2020-04-23,0.00125,0.010179,-0.000539
2020-04-24,0.013045,0.009656,0.013918
2020-04-27,0.017511,0.028557,0.014714
2020-04-28,-0.002298,0.012304,-0.005242
2020-04-29,0.028865,0.04046,0.026584
2020-04-30,-0.013076,-0.019332,-0.009212
2020-05-01,-0.028041,-0.028944,-0.028059
2020-05-04,0.00481,0.003996,0.00425
2020-05-05,0.008738,0.003523,0.009041
2020-05-06,-0.005853,-0.008204,-0.006979
2020-05-07,0.013322,0.015041,0.011505
2020-05-08,0.018605,0.026622,0.016872
2020-05-11,-0.000441,-0.004087,0.000177
2020-05-12,-0.02037,-0.018736,-0.020544
2020-05-13,-0.019027,-0.027333,-0.017463
2020-05-14,0.010302,0.003296,0.011525
2020-05-15,0.005234,0.008224,0.003926
2020-05-18,0.033368,0.045796,0.031501
2020-05-19,-0.009706,-0.008125,-0.010484
2020-05-20,0.017387,0.022291,0.016651
2020-05-21,-0.006646,-0.000303,-0.007774
2020-05-22,0.002656,0.0029,0.002354
2020-05-26,0.014186,0.024626,0.012289
2020-05-27,0.014962,0.020347,0.014827
2020-05-28,-0.003516,-0.009559,-0.002108
2020-05-29,0.004678,-0.001383,0.004812
2020-06-01,0.006645,0.012507,0.003751
2020-06-02,0.008413,0.01103,0.008211
2020-06-03,0.014862,0.022584,0.013649
2020-06-04,-0.003038,0.008012,-0.003369
2020-06-05,0.025002,0.032168,0.026212
2020-06-08,0.014235,0.032394,0.012042
2020-06-09,-0.009508,-0.010359,-0.007799
2020-06-10,-0.006659,-0.016255,-0.005313
2020-06-11,-0.058203,-0.063587,-0.058944
2020-06-12,0.014074,0.022566,0.013061
2020-06-15,0.010691,0.01446,0.008312
2020-06-16,0.017647,0.018722,0.018962
2020-06-17,-0.004129,-0.008035,-0.0036
2020-06-18,0.001198,0.000431,0.000594
2020-06-19,-0.004599,-0.002264,-0.005649
2020-06-22,0.006682,0.003837,0.006495
2020-06-23,0.003905,0.003704,0.004307
2020-06-24,-0.025737,-0.025694,-0.025855
2020-06-25,0.01126,0.010545,0.01096
2020-06-26,-0.022878,-0.020526,-0.024227
2020-06-29,0.014497,0.016462,0.014686
2020-06-30,0.014671,0.009754,0.01541
2020-07-01,0.004033,-0.002446,0.005022
2020-07-02,0.00502,0.004246,0.004541
2020-07-06,0.014885,0.01213,0.015882
2020-07-07,-0.010264,-0.013507,-0.010819
2020-07-08,0.008437,0.006774,0.007828
2020-07-09,-0.005703,-0.013139,-0.005644
2020-07-10,0.010386,0.012624,0.010466
2020-07-13,-0.011212,-0.010449,-0.009363
2020-07-14,0.01329,0.009832,0.013406
2020-07-15,0.0118,0.024746,0.009082
2020-07-16,-0.004003,-0.001971,-0.003406
2020-07-17,0.003636,0.005338,0.002849
2020-07-20,0.008567,0.002191,0.008407
2020-07-21,0.002298,0.012603,0.001679
2020-07-22,0.005138,0.001624,0.005747
2020-07-23,-0.010909,-0.004228,-0.01232
2020-07-24,-0.006986,-0.007645,-0.00619
2020-07-27,0.00901,0.006945,0.007395
2020-07-28,-0.006926,-0.004818,-0.006473
2020-07-29,0.013428,0.013156,0.012428
2020-07-30,-0.003768,-0.002326,-0.00375
2020-07-31,0.004524,-0.007106,0.00767
2020-08-03,0.008692,0.013695,0.007181
2020-08-04,0.004528,0.008749,0.003612
2020-08-05,0.007526,0.012041,0.00643
2020-08-06,0.004654,-0.000438,0.006428
2020-08-07,0.000244,0.006408,0.000633
2020-08-10,0.002652,0.010567,0.002742
2020-08-11,-0.007931,-0.005603,-0.007969
2020-08-12,0.012994,0.00438,0.013997
2020-08-13,-0.000593,-0.000391,-0.002047
2020-08-14,-0.000669,-0.000955,-0.000172
2020-08-17,0.005019,0.004042,0.00271
2020-08-18,0.001404,-0.005829,0.002303
2020-08-19,-0.004378,-0.002526,-0.004404
2020-08-20,0.002806,-0.003818,0.003159
2020-08-21,0.001599,-0.007692,0.003441
2020-08-24,0.00891,0.005493,0.010044
2020-08-25,0.003408,0.003946,0.003596
2020-08-26,0.008729,-0.002935,0.010196
2020-08-27,0.001686,-0.001134,0.001673
2020-08-28,0.006925,0.010001,0.006733
2020-08-31,-0.00156,-0.007657,-0.002195
2020-09-01,0.00849,0.003061,0.007525
2020-09-02,0.012122,0.005777,0.015366
2020-09-03,-0.033998,-0.021922,-0.035126
2020-09-04,-0.008065,-0.004367,-0.008133
2020-09-08,-0.0268,-0.013253,-0.027756
2020-09-09,0.019843,0.01164,0.020145
2020-09-10,-0.015557,-0.009134,-0.017585
2020-09-11,-0.000188,-0.002105,0.000533
2020-09-14,0.015413,0.018789,0.012742
2020-09-15,0.005411,0.003102,0.005219
2020-09-16,-0.003147,0.006364,-0.004619
2020-09-17,-0.007869,-0.001762,-0.008412
2020-09-18,-0.008825,-0.002155,-0.011183
2020-09-21,-0.012511,-0.02505,-0.011571
2020-09-22,0.009333,0.001005,0.010518
2020-09-23,-0.024029,-0.022973,-0.023721
2020-09-24,0.002036,-0.000532,0.002987
